title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type
Nike Women's WMNS Zoom Gravity Running Shoes,₹4557.00,3.9 out of 5 stars,252 ratings,Get better from the ground up with Nike women’s training and gym shoes. Find workout athletic and cross-training styles to help you conquer any training programme.,BOGUS FAKE PRODUCT DO NOT BUY|| This product is poor quality|| One of the best running shoe|| Good|| comfortable|| Fake|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars,Women
Nike Women's WMNS Renew Arena Running Shoes,₹3477.00,4.6 out of 5 stars,46 ratings,Nike Renew Arena Women's Running Shoe SOFT SMOOTH VERSATILITY. The Nike Renew Arena Women's Running Shoe wraps your foot in a versatile woven material that outperforms your run. The supportive upper offers miles of comfort while the lightweight Nike Renew technology underfoot gives a smooth stable ride. Nike Renew technology delivers a soft smooth and stable ride. Midfoot strap offers support through your arch. Outsole provides traction where it's needed. Pressure-mapped design provides multi-surface traction where it is needed most. Molded holes enhance cushioning. More Details  NIKE,Comfortable and stylish!|| 😍😍|| Report abuse|| Report abuse|| Report abuse|| Report abuse|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Women
Skechers Women's Goldie-Plane Jane Sneaker,₹2579.00,4.3 out of 5 stars,115 ratings,Keep your style smooth and sophisticated with added cool and comfort in the SKECHER Street Goldie - Plane Jane shoe. Smooth leather-textured synthetic upper in a slip on fashion sneaker with perforation accents and overlay detail. Air Cooled Memory Foam insole. Construction Smooth matte finish synthetic 'duraleather' textured finish upper Slip on fashion sneaker design Stitching accents All over microperforated detail on front panel Shiny patent finish heel overlay detail with metal accent Dual side elastic fabric panels for easy slip on fit Padded collar Soft fabric shoe lining Air Cooled Memory Foam insole Embossed side S logo on midsole heel Vulcanized rubber midsole Flexible rubber traction outsole 1 1/4 inch heel,Bad quality.|| Fake product delivered with MRP mentioned on it as INR599/-|| Quality|| Worth the money|| Amazing pair!!|| Verified Purchase|| Report abuse|| Report abuse|| Verified Purchase|| Report abuse,1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Women
Nike Women's Quest Running Shoes,₹5001.00,5.0 out of 5 stars,4 ratings,Make your running sessions enjoyable by wearing this pair of running shoes from Nike. It has a high-quality upper which will keep your feet relaxed for long hours and will provide responsive cushioning.,Verified Purchase,5.0 out of 5 stars,Women
Skechers Women Go Walk 4 Nordic Walking Shoes,₹4499.00,3.9 out of 5 stars,30 ratings,Upper: Strong yet lightweight textured Knitted upper offers breathability and stability. Single layer in forefoot offers greater flexibility. Hot melt overlay at toe and heel offers durability and stability. Quick-fit portal on heel for easy on convenience. Bottom: All new Air-Cooled Goga Mat insole provides more cushioning high rebound and a cooling comfort. 5GEN bottom – Skechers proprietary technology which is light weight and provides more cushioning and rebound. Go Walk 4 bottom with adaptive GOGA PILLARS provides added cushion and rebound. Slip and Abrasion resistance property in bottom avoids slippage and protects from early wear and tear.  Skechers a brand well known for its domination over global footwear industry has brought the legacy of stupendously awesome products innovations and supreme technology to India. Skechers understands the dynamic Indian footwear market and offers a wide range of shoes catering right from poker parties to running walking & gymming to casual shoes across every age and demographic it’s a shoe for every mood! This season Skechers has introduced sport shoes for both men and women.   Ever imagined a shoe that gives enhance support & cushion highly flexible breathable with seamless construction and extremely lightweight? Skechers sport shoes has it all. Thanks to the advanced Engineered Mesh construction making it an awesome sporty shoes. It is designed to increase breathability and flexibility while providing the strength and durability as a regular upper. The seamless one piece construction enhances the functionality of the shoe while eliminating unwanted layers. The minimal lallyers allow the mesh to form around your foot which also adds additional comfort.   ‘Feels like walking on the bed’ - That’s what memory foam does to your feet. Memory foam in Skechers sport shoes is an ultra-soft insole that instantly contours to foot which gives you customized cushioning system only to elevate everyday comfort. ,Excellent|| Fit is too large and so is the comfort|| Blind fold order'able product !|| Want to replace with smaller size|| Good ones|| Love it.|| Amazing product|| Good|| Fake Skechers|| Skechers size is big then your normal size,5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars,Women
Nike Women's WMNS Quest 2 Running Shoes,₹3624.00,4.6 out of 5 stars,404 ratings,The Nike quest 2 combines a technical look with an ultra-breathable upper of open-hole Mesh. The 2-tone laces weave in and out of flywire cables for stylish support.______Nike quest 2 ഓപ്പൺ-ഹോൾ മെഷ്യുടെ വളരെ വായുസഞ്ചാരമുള്ള ഒരു ബാഹ്യഭാഗത്ത് ഒരു സാങ്കേതിക രൂപവും സംയോജിപ്പിക്കുന്നു. സ്റ്റൈലിഷ് സപ്പോർട്ടിനായി 2-ടോൺ ലേസുകൾ അകത്തും പുറത്തും നെയ്ത ഫ്ലൈവയർ കേബിളുകളിൽ നെയ്തതാണ്.,Not recommended|| Good product|| Review for shoes|| Good one|| Report abuse|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,3.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Women
Nike Women WMNS Classic Cortez Nylon Running Shoes,₹4221.00,4.1 out of 5 stars,71 ratings,Nike mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations by making our products more sustainably by building a creative and diverse global team and by making a positive impact in communities where we live and work.,Perfect|| Uncomfortable|| Bill Bowermen's classic 👌🏼|| Good|| Terrible|| Gooood|| Great buy and price!|| Size issue|| Very dull colour|| Good product,5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Women
Skechers Women's Ultra Flex 2.0 Lite-Groove Sneaker,₹2999.00,4.5 out of 5 stars,276 ratings,SKECHERS అల్ట్రా ఫ్లెక్స్ 2.0 - లైట్-గ్రూవ్ షూతో సౌకర్యవంతమైన సౌకర్యవంతమైన మరియు సొగసైన స్పోర్టి స్టైల్లో అంతిమంగా కనుగొనండి. మృదువైన ఇంజనీర్డ్ మెష్ ఫ్యాబ్రిక్ పై స్లిప్ ఆన్ బంగీ లేస్డ్ స్పోర్టి కంఫర్ట్ వాకింగ్ మరియు నేసిన-ఆకృతి డిజైన్లతో ట్రైనింగ్ స్నీకర్. ఎయిర్ కూల్డ్ మెమరీ ఫోమ్ ఇన్సోల్ అత్యంత సౌకర్యవంతమైన మిడ్సోల్. నిర్మాణం ఇంజనీర్డ్ మెష్ మృదువైన దాదాపు ఒక పీస్ ఫాబ్రిక్ పై స్లిప్ బంగీ లేస్డ్ స్పోర్టి వాకింగ్ స్నీకర్ డిజైన్ స్టిచింగ్ యాక్సెంట్లు మడమ మరియు నాలుక వద్ద కాంట్రాస్ట్ కలర్ సింథటిక్ ట్రిమ్ అల్లిన మెష్ ఆకృతి డిజైన్ స్పోర్టి ప్యాటర్న్ వివరాలతో ఇంటర్వోవెన్ వెంటిలేటింగ్ ప్యానెల్స్ సైడ్ S లోగో బంగీ స్ట్రెచ్ లేస్ ఫ్రంట్ ప్యానెల్ స్లిప్ ఆన్ అదనపు సౌకర్యం కోసం హై అపెక్స్ ఫ్రంట్ మరియు హీల్ మరియు ఇన్స్టెప్ ఫాబ్రిక్ అతివ్యాప్తి ఇన్స్టెప్ ట్యాబ్లు సబ్టిల్ గ్లిట్టర్ నమూనా యాక్సెంట్లతో మడమ మరియు టాంగ్ వద్ద ue overlays ప్యాడెడ్ కాలర్ మరియు నాలుక మృదువైన ఫ్యాబ్రిక్ షూ లైనింగ్ ఎయిర్ కూల్డ్ మెమరీ ఫోమ్ కుషన్డ్ కంఫర్ట్ ఇన్సోల్ అల్ట్రా ఫ్లెక్స్ 2.0 మిడ్సోల్ ఉన్నతమైన ప్రభావ కుషనింగ్ రక్షణ మరియు గొప్ప శక్తి రిటర్న్తో అధిక సౌకర్యవంతమైన ఆర్టిక్యులేటెడ్ మిడ్సోల్ మరియు అవుట్సోల్ డిజైన్ కదలిక స్వేచ్ఛ కోసం టెక్స్చర్డ్ ఛానల్ డిజైన్ మిడ్సోల్ ఫినిష్ సౌకర్యవంతమైన ఆర్టిక్యులేటెడ్ ట్రాక్షన్ డిజైన్ 1 1/4 in హీల్ తో అనువైన అవుట్సోల్______Find the ultimate in flexible comfort and sleek sporty style with the SKECHERS Ultra Flex 2.0 - Lite-Groove shoe. Soft engineered mesh fabric upper in a slip on bungee laced sporty comfort walking and training sneaker with woven-in textured designs. Air Cooled Memory Foam insole highly flexible comfort midsole. Construction Engineered Mesh soft nearly one piece fabric upper Slip on bungee laced sporty walking sneaker design Stitching accents Contrast colored synthetic trim at heel and tongue Woven-in mesh texture design with sporty pattern detail Interwoven ventilating panels Side S logo Bungee stretch laced front panel for slip on ease High apex front and heel for added comfort Heel and instep fabric overlays with pull on instep tabs Subtle glitter pattern accents at heel and tongue overlays Padded collar and tongue Soft fabric shoe lining Air Cooled Memory Foam cushioned comfort insole Ultra Flex 2.0 midsole with superior impact cushioning protection and remarkable energy return Highly flexible articulated midsole and outsole design for freedom of movement Textured channel design midsole finish Flexible outsole with flexible articulated traction design 1 1/4 inch heel______SKECHERS Ultra Flex 2.0 - Lite-ഗ്രൂവ് ഷൂ ഉപയോഗിച്ച് വഴക്കമുള്ള സുഖത്തിലും ആകർഷകമായ സ്പോർട്ടി സ്റ്റൈലിൽ ആത്യന്തിക കണ്ടെത്തുക. മൃദുവായ എഞ്ചിനീയറിംഗ് മെഷ് ഫാബ്രിക് ഒരു സ്ലിപ്പിൽ സ്ലിപ്പിൽ ലെയ്സ് ചെയ്ത സ്പോർടി കംഫർട്ട് വാക്കിംഗ് വോവൻ ടെക്സ്ചർഡ് ഡിസൈനുകളുള്ള പരിശീലന സ്നീക്കർ. എയർ കൂൾഡ് മെമ്മറി ഫോം ഇൻസോൾ വളരെ വഴക്കമുള്ള സുഖപ്രദമായ മിഡ്സോൾ. നിർമ്മാണവൈദഗ്ധ്യം ചെയ്ത മെഷ് മൃദുവും ഏകദേശം ഒരു പീസ് ഫാബ്രിക് അപ്പർ സ്ലിപ്പ് ബംഗീ ലേസ് ചെയ്ത സ്പോർടി വാക്കിംഗ് സ്നീക്കർ ഡിസൈൻ ഉപ്പൂറ്റിയിൽ കോണ്ട്രാസ്റ്റ് നിറമുള്ള സിന്തറ്റിക് ട്രിം സ്പോർട്ടി പാറ്റേണിലുള്ള ഡീറ്റെയ്ൽ ഇന്‍റർനെയ്ത വെന്‍റിലേറ്റിംഗ് പാനലുകൾ സൈഡ് S ലോഗോ ബംഗീ സ്ട്രെച്ച് ലേസ് ചെയ്ത ഫ്രണ്ട് പാനൽ കൂടുതൽ സുഖസൗകര്യങ്ങൾക്കായി ഹൈ അപ്പക്സ് ഫ്രണ്ട് ഹീൽ ഇന്നർ ഫാബ്രിക് ഓവർലേ തിളങ്ങുന്ന പാറ്റേൺ ആക്സന്റുകൾ ഹീൽ ടംഗ് ഓവർലേകൾ എന്നിവയിൽ പാഡ് ചെയ്ത കോളറും ടംഗ് സോഫ്റ്റ് ഫാബ്രിക് ഷൂ ലൈനിംഗും എയർ കൂൾഡ് മെമ്മറി ഫോം കുഷ്യനുള്ള കംഫർട്ട് ഇൻസോൾ അൾട്രാ ഫ്ലെക്സ് 2.0 മിഡ്സോൾ മികച്ച ഇംപാക്ട് കുഷ്യനിംഗും ശ്രദ്ധേയമായ ഊർജ്ജവും റിട്ടേൺ ഉയർന്ന വഴക്കമുള്ള ആർട്ടിക്കുലേറ്റഡ് മിഡ്സോളും ഔട്ട്സോൾ ഡിസൈനും ചലന സ്വാതന്ത്ര്യത്തിനായി വഴക്കമുള്ള സോളിഡ് സോളിറ്റിക്കേറ്റഡ് ട്രാക്ഷൻ ഡിസൈൻ 1 1/4 in ഹീൽ______SKECHERS அல்ட்ரா ஃப்ளெக்ஸ் 2.0 - லைட்-க்ரூவ் ஷூ மூலம் நெகிழ்வான வசதி மற்றும் நேர்த்தியான ஸ்போர்ட்டி பாணியில் இறுதியாகக் கண்டறியவும். மென்மையான என்ஜினீயர்டு மெஷ் துணி மேல் பங்கி லேஸ்டு ஸ்போர்ட்டி கம்ஃபோர்ட் நடைபயிற்சி மற்றும் ஸ்னீக்கர் பயிற்சி ஸ்வெவன்-இன் கடினமான வடிவமைப்புகளுடன். ஏர் கூல்டு மெமரி ஃபோம் இன்சோல் அதிக நெகிழ்வான வசதியான மிட்சோல். கட்டுமானம் என்ஜினீயர்டு மெஷ் மென்மையான கிட்டத்தட்ட ஒரு பீஸ் துணி மேல் ஸ்லிப் ஆன் பங்கி லேஸ்டு ஸ்போர்ட்டி வாக்கிங் ஸ்னீக்கர் வடிவமைப்பு தையல் உச்சரிப்புகள் குதிகால் மற்றும் நாக்கில் மாறுபட்ட வண்ண செயற்கை டிரிம் மற்றும் ஸ்போர்ட்டி பேட்டர்ன் விவரங்களுடன் இன்டர்வெல்டு காற்றோட்டமான பேனல்கள் சைட் S லோகோ பங்கீ ஸ்ட்ரெட்ச் சரிசெய்யப்பட்ட முன் பேனல் கூடுதல் ஆறுதல் குதிகால் மற்றும் இன்ஸ்டப் துணி ஓவர்லேஸ் உடன் இழுத்தல் மின்னும் முறை உச்சரிப்புகள் ஹீல் மற்றும் டங்க் ஓவர்லேஸ் பேடட் காலர் மற்றும் நாக்கு மென்மையான துணி ஷூ லைனிங் ஏர் கூல்டு மெமரி ஃபோம் குஷன் வசதி இன்சோல் அல்ட்ரா ஃப்ளெக்ஸ் 2.0 மிட்சோல் சிறந்த தாக்கம் குஷனிங் பாதுகாப்பு மற்றும் குறிப்பிடத்தக்க ஆற்றல் திரும்ப அதிக நெகிழ்வான வெளிப்படையான நடுசோல் மற்றும் அவுட்சோல் வடிவமைப்பு கடினமான சேனல் வடிவமைப்பு மிட்சோல் பூச்சு நெகிழ்வான வெளிசோல் நெகிழ்வான வெளிப்படையான இழுவை வடிவமைப்பு 1 1/4 inch ஹீல்______SKECHERS अल्ट्रा फ्लेक्स 2.0 - लाइट-ग्रूव शू के साथ लचीला आराम और स्लीक स्पोर्टी स्टाइल में परम खोजें. सॉफ्ट इंजीनियर्ड मेश फ़ैब्रिक अपर एक स्लिप ऑन बंजी लेस स्पोर्टी कम्फर्ट वॉकिंग और ट्रेनिंग स्नीकर में बुना हुआ टेक्सचर डिज़ाइन के साथ. एयर कूल्ड मेमोरी फोम इनसोल अत्यधिक लचीला आराम मिडसोल. कंस्ट्रक्शन इंजीनियर्ड मेश सॉफ्ट लगभग एक पीस फ़ैब्रिक अपर स्लिप ऑन बंजी लेस्ड स्पोर्टी वॉकिंग स्नीकर डिज़ाइन सिलाई एक्सेंट एड़ी और जीभ पर कंट्रास्ट रंगीन सिंथेटिक ट्रिम स्पोर्टी पैटर्न डिटेल के साथ बुना हुआ मेश टेक्सचर डिज़ाइन इंटरवॉवन वेंटिलेटिंग पैनल साइड S लोगो बंजी स्ट्रेच लेस फ्रंट पैनल आसानी से स्लिप ऑन के लिए अतिरिक्त आराम के लिए हाई एपेक्स फ्रंट और हील और इनस्टेप फ़ैब्रिक ओवरले के साथ इनस्टेप टैब पर सूक्ष्म ग्लिटर पैटर्न एक्सेंट एड़ी और जीभ ओवरला ys पैडेड कॉलर और टंग सॉफ्ट फ़ैब्रिक शू लाइनिंग एयर कूल्ड मेमोरी फ़ोम कुशन कम्फर्ट इनसोल अल्ट्रा फ्लेक्स 2.0 मिडसोल बेहतर इम्पैक्ट कुशनिंग सुरक्षा और उल्लेखनीय ऊर्जा वापसी के साथ अत्यधिक लचीला आर्टिकुलेटेड मिडसोल और आउटसोल डिज़ाइन मूवमेंट की स्वतंत्रता के लिए टेक्सचर चैनल डिज़ाइन मिडसोल फ़िनिश लचीला आर्टिकुलेटेड ट्रैक्शन डिज़ाइन 1 1/4 इंच हील के साथ लचीला आउटसोल______SKECHERS Ultra Flex 2.0 - Lite-Groove ಶೂ ನೊಂದಿಗೆ ಹೊಂದಿಕೊಳ್ಳುವ ಆರಾಮ ಮತ್ತು ನಯವಾದ ಸ್ಪೋರ್ಟಿ ಶೈಲಿಯಲ್ಲಿ ಅಂತಿಮವನ್ನು ಕಂಡುಕೊಳ್ಳಿ. ಮೃದುವಾದ ಎಂಜಿನಿಯರಿಂಗ್ ಮೆಶ್ ಫ್ಯಾಬ್ರಿಕ್ ಮೇಲ್ಭಾಗವು ಬಂಗೀ ಲೇಸ್ಡ್ ಸ್ಪೋರ್ಟಿ ಕಂಫರ್ಟ್ ವಾಕಿಂಗ್ ಮತ್ತು ನೇಯ್ದ ಇನ್ ಟೆಕ್ಸ್ಚರ್ಡ್ ವಿನ್ಯಾಸಗಳೊಂದಿಗೆ ತರಬೇತಿ ಸ್ನೀಕರ್. ಏರ್ ಕೂಲ್ಡ್ ಮೆಮೊರಿ ಫೋಮ್ ಇನ್ಸೋಲ್ ಹೆಚ್ಚು ಹೊಂದಿಕೊಳ್ಳುವ ಆರಾಮ ಮಿಡ್ಸೋಲ್. ನಿರ್ಮಾಣ ಎಂಜಿನಿಯರಿಂಗ್ ಮೆಶ್ ಸಾಫ್ಟ್ ಸುಮಾರು ಒಂದು ತುಂಡು ಫ್ಯಾಬ್ರಿಕ್ ಮೇಲಿನ ಸ್ಲಿಪ್ ಬಂಗೀ ಲೇಸ್ಡ್ ಸ್ಪೋರ್ಟಿ ವಾಕಿಂಗ್ ಸ್ನೀಕರ್ ವಿನ್ಯಾಸ ಹೊಲಿಗೆ ಉಚ್ಚಾರಣೆಗಳು ಹೀಲ್ ಮತ್ತು ನಾಲಿಗೆಯಲ್ಲಿ ವ್ಯತಿರಿಕ್ತ ಬಣ್ಣದ ಸಿಂಥೆಟಿಕ್ ಟ್ರಿಮ್ ಸ್ಪೋರ್ಟಿ ಪ್ಯಾಟರ್ನ್ ವಿವರದೊಂದಿಗೆ ಪರಸ್ಪರ ನೇಯ್ದ ವಾತಾಯನ ಫಲಕಗಳು ಸೈಡ್ S ಲೋಗೋ ಬಂಗೀ ಸ್ಟ್ರೆಚ್ ಸುಲಭವಾಗಿ ಸ್ಲಿಪ್ ಮಾಡಲು ಮುಂಭಾಗದ ಪ್ಯಾನಲ್ ಹೆಚ್ಚಿನ ಅಪೆಕ್ಸ್ ಮುಂಭಾಗ ಮತ್ತು ಹೀಲ್ ಮತ್ತು instep ಟ್ಯಾಬ್ಗಳ ಮೇಲೆ ಪುಲ್ ನೊಂದಿಗೆ ಫ್ಯಾಬ್ರಿಕ್ ಓವರ್ಲೇಗಳು ಹೊಳೆಯುವ ಮಾದರಿಯ ಉಚ್ಚಾರಣೆಗಳು ಹಿಮ್ಮಡಿ ಮತ್ತು ನಾಲಿಗೆ ಓವರ್ಲೇಗಳಲ್ಲಿ ಪ್ಯಾಡೆಡ್ ಕಾಲರ್ ಮತ್ತು ನಾಲಿಗೆನಲ್ಲಿ ಮೃದುವಾದ ಬಟ್ಟೆಯ ಶೂ ಲೈನಿಂಗ್ ಏರ್ ಕೂಲ್ ಮೆಮೊರಿ ಫೋಮ್ ಮೆತ್ತನೆಯ ಆರಾಮ ಇನ್ಸೊಲ್ ಅಲ್ಟ್ರಾ ಫ್ಲೆಕ್ಸ್ 2.0 ಮಿಡ್ಸೋಲ್ ಉತ್ತಮ ಪರಿಣಾಮದ ಮೆತ್ತನೆಯ ರಕ್ಷಣೆ ಮತ್ತು ಗಮನಾರ್ಹ ಶಕ್ತಿ ಮರಳಿಸುವಿಕೆಯೊಂದಿಗೆ ಹೆಚ್ಚು ಹೊಂದಿಕೊಳ್ಳುವ ಆರ್ಟಿಕ್ಯುಲೇಟೆಡ್ ಮಿಡ್ಸೋಲ್ ಮತ್ತು ಮೆಟ್ಟಿನ ಹೊರ ಸೋಲ್ ವಿನ್ಯಾಸ ಚಲನಾ ಸ್ವಾತಂತ್ರ್ಯಕ್ಕಾಗಿ ಟೆಕ್ಸ್ಚರ್ಡ್ ಚಾನೆಲ್ ವಿನ್ಯಾಸ ಮಿಡ್ ಸೋಲ್ ಫಿನಿಶ್ ಹೊಂದಿಕೊಳ್ಳುವ ಆರ್ಟಿಕ್ಯುಲೇಟೆಡ್ ಎಳೆತ ವಿನ್ಯಾಸದೊಂದಿಗೆ ಹೊಂದಿಕೊಳ್ಳುವ ಮೆಟ್ಟಿನ ಸೋಲ್ 1 1/4 ಇಂಚಿನ ಹೀಲ್,Excellent shoes|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Women
Skechers Women's Burst- Divergent Sneakers,₹6126.00,4.5 out of 5 stars,114 ratings, Skechers a brand well known for its domination over global footwear industry has brought the legacy of stupendously awesome products innovations and supreme technology to India. Skechers understands the dynamic Indian footwear market and offers a wide range of shoes catering right from poker parties to running walking & gymming to casual shoes across every age and demographic it’s a shoe for every mood! This season Skechers has introduced sport shoes for both men and women.   Ever imagined a shoe that gives enhance support & cushion highly flexible breathable with seamless construction and extremely lightweight? Skechers sport shoes has it all. Thanks to the advanced Engineered Mesh construction making it an awesome sporty shoes. It is designed to increase breathability and flexibility while providing the strength and durability as a regular upper. The seamless one piece construction enhances the functionality of the shoe while eliminating unwanted layers. The minimal lallyers allow the mesh to form around your foot which also adds additional comfort.   ‘Feels like walking on the bed’ - That’s what memory foam does to your feet. Memory foam in Skechers sport shoes is an ultra-soft insole that instantly contours to foot which gives you customized cushioning system only to elevate everyday comfort. ,Loving it|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Report abuse|| Report abuse|| Report abuse|| Report abuse|| Report abuse|| Report abuse,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Women
Nike Women's W Runallday 2 Running Shoes,₹2661.00,4.4 out of 5 stars,211 ratings,Made for the casual runner The Nike run all day 2 is all about support. Underfoot traction helps keep you steady no matter how many miles you put in.,Size is too large fr me|| Good|| Worth|| Great Quality and super comfortable|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Women
Puma Unisex's Tsugi Netfit Olive Forest Night-Ch Sneakers,₹4499.00,4.2 out of 5 stars,10 ratings,Puma presents to you tsugi net fit olive night-forest night-ch. It is stylish comfortable and high quality. Performance on all levels - This is PUMA.  As one of the world’s leading sports brands PUMA believes in standing on the same playing field as the fastest athletes on the planet. With a mission of Forever Faster PUMA shares excitement in Teamsports innovates Golf brings style into Running and Training and performance into Motorsports. PUMA has associations with some of the most elite athletes such as sprint legend Usain Bolt star striker Antoine Griezmann Indian Cricket Captain Virat Kohli fashion icons like Cara Delevingne Selena Gomez and many more.,Small|| shoes not same amazone faculty is very bed|| Superbb|| .,4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Women
UNDER ARMOUR Women's Micro G Assert 7 Black (001)/White 5 B(M) US,₹4999.00,4.5 out of 5 stars,1047 ratings,Lightweight mesh upper delivers complete breathability Durable leather overlays for stability & that locks in your midfoot Eva sockliner provides soft step-in comfort One-piece micro g foam midsole for ultimate comfort Solid rubber outsole covers high im,Unlike as shown in the picture|| Content|| Nice|| Good|| Report abuse|| Report abuse|| Report abuse|| Report abuse|| Report abuse|| Report abuse,1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Women
Mizuno Women's Wave Sayonara 4 Running Shoes,₹4749.00,3.9 out of 5 stars,8 ratings, Designed for race day or fast training the Wave Sayonara delivers an exceptional ride in light weight versatile execution. It features a harmonious mid-foot wrap for refined fit an ultra-responsive U4iC midsole and parallel wave in the heel for a cushioned run and a wide fore foot and full ground midsole for stable fast ride. Pronation type provided is performance neutral which is built with lower profile midsole dimensions for a more responsive performance ride and allows the foot to work without impediments. Rihachi Mizuno opened his first store in 1906 to share his passion for sports through the gear he and a small team of craftsmen proudly made in Japan. Driven by an uncompromising focus on athletic performance and aware that getting small product design details right could make a big difference on the field every generation of Mizuno products since then has combined meticulous craftsmanship with restless innovation. Today Mizuno Sports extends this legacy of innovation by combining time-honored heritage with a modern sense of style for items that fit your life the way you want to live it. Mizuno not only supports sporting activities by offering better sporting goods but also develops products and services that make the most of the value of sports and actively spread that in daily life.  Rihachi Mizuno opened his first store in 1906 to share his passion for sports through the gear he and a small team of craftsmen proudly made in japan driven by an uncompromising focus on athletic performance and aware that getting small product design details right could make a big difference on the field every generation of Mizuno products since then has combined meticulous craftsmanship with restless innovation today Mizuno sports extends this legacy of innovation by combining time-honoured heritage with a modern sense of style for items that fit your life the way you want to live it mizuno not only supports sporting activities by offering better sporting goods but also develops products and services that make the most of the value of sports and actively spread that in daily life we will contribute to making people around the world happy through the power of sports.,Great product|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Women
ASICS Women's Gt-2000 5 Running Shoes,₹5059.00,4.1 out of 5 stars,66 ratings,Model number: t757n4006 Gender: womens,Good but heavy|| good product and good discounts|| Same as new|| 6 is 6.5|| Asics very fail to deliver|| 👌👌|| Worth for Money|| Shoes too small|| Defected item|| Very good,4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars,Women
